sentence_id	transmit	animals1	animals2	article_link	pmc_id	doi	pdf_sha	pubmed_id	msft_id	transmit_first_index	transmit_last_index	animals1_first_index	animals1_last_index	animals2_first_index	animals2_last_index	sentence_text
7066835	the gel	transferred	a Nytran membrane	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3861326/pdf/	PMC3861326	10.1371/journal.pone.0082176		24349214		4	5	2	2	7	9	RNA was transferred from the gel to a Nytran membrane by vacuum blotting , and the blots were probed with the TGEV8(+ ) oligonucleotide , which was 59end labeled with 32 P. The probed blot was exposed to Kodak XAR-5 film for 16 h at 280uC. For quantitating DI RNA replication , the probed blots were analyzed using a Packard InstantImager Autoradiography System .
7069636	a child	spread	three susceptible infants	https://api.semanticscholar.org/10.1016/0011-5029(84)90018-x		10.1016/0011-5029(84)90018-x		6386397		14	15	12	12	19	21	Asano et al. 145 reported an outbreak in Japan in which varicella spread from a child with zoster to three susceptible infants in another room in a children 's unit , although they had been strictly isolated .
7070792	birds	transmitted	humans	https://api.semanticscholar.org/10.1016/j.cimid.2018.09.009		10.1016/j.cimid.2018.09.009		30396425		8	8	4	4	10	10	SIV and AIV are transmitted from pigs or birds to humans , respectively , mostly via direct contact with infected animals .
7076013	dogs	transmitted	wild carnivores	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5772843/pdf/	PMC5772843	10.1016/j.heliyon.2017.e00491		29387822		6	6	4	4	8	9	The furthermost important diseases transmitted from dogs to wild carnivores , e.g. rabies , canine distemper and parvovirosis , are named " The Big Three " due to the strong impact over the health of wild species ( Curi et al. , 2016 ) .
7076534	origin	spreading	the rest of the world	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7090728/pdf/	PMC7090728	10.1007/s12098-020-03263-6		32166607		30	30	27	27	40	44	The 2019 novel coronavirus ( 2019-nCoV ) or the severe acute respiratory syndrome corona virus 2 ( SARS-CoV-2 ) as it is now called , is rapidly spreading from its origin in Wuhan City of Hubei Province of China to the rest of the world [ 1 ] .
7076534	origin	spreading	1	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7090728/pdf/	PMC7090728	10.1007/s12098-020-03263-6		32166607		30	30	27	27	46	46	The 2019 novel coronavirus ( 2019-nCoV ) or the severe acute respiratory syndrome corona virus 2 ( SARS-CoV-2 ) as it is now called , is rapidly spreading from its origin in Wuhan City of Hubei Province of China to the rest of the world [ 1 ] .
7077680	the myoblast	transfer	APC	https://api.semanticscholar.org/10.1016/s0065-2660(05)54011-2		10.1016/s0065-2660(05)54011-2		16096015		21	22	14	14	24	24	It is , of course , assumed that the very unlikely case of direct transfer of the NP expression plasmid from the myoblast to APC did not happen .
7082516	China	traveling	Hong Kong	https://api.semanticscholar.org/10.1016/b978-0-08-045359-0.50034-8		10.1016/b978-0-08-045359-0.50034-8				49	49	47	47	51	52	SARS spread was undoubtedly facilitated by air travel , not in as much as transmission aboard aircraft but the speed at which index cases traveled , often while in their incubating period and arrived at new destinations ready to infect , for it was an American businessman traveling from China to Hong Kong who exported the disease to Vietnam .
7087374	3 to 26 days	transferred	the designated hospitals	https://api.semanticscholar.org/10.1101/2020.03.10.20033605		10.1101/2020.03.10.20033605				25	28	7	7	9	11	All of them have been discharged or transferred to the designated hospitals for COVID-19 patients , and length of stay in our hospital ranged from 3 to 26 days , with a median of 9 days .
7092996	each well	transferred	an unseeded NGM plate	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5344674/pdf/	PMC5344674	10.1371/journal.ppat.1006231		28241071		5	6	3	3	8	11	Animals were then transferred from each well to an unseeded NGM plate to count worms with the transparency symptom .
7097704	the membrane of the erythrocytes	transfer	the membrane of the cell	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7094467/pdf/	PMC7094467	10.1016/j.bbamem.2013.08.008		23994097		38	42	34	34	44	48	In all cases , transfer of the two probes -R18 and calceinwas similar , indicating that the enhancement of fusion due to the pulse of acidic pH had a similar effect on hemifusion ( transfer of R18 from the membrane of the erythrocytes to the membrane of the cell ) and on complete fusion ( transfer of calcein from the cytoplasm of the erythrocyte to the cytoplasm of the cell ) .
7097704	the cytoplasm of the erythrocyte	transfer	the cytoplasm of the cell	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7094467/pdf/	PMC7094467	10.1016/j.bbamem.2013.08.008		23994097		59	63	55	55	65	69	In all cases , transfer of the two probes -R18 and calceinwas similar , indicating that the enhancement of fusion due to the pulse of acidic pH had a similar effect on hemifusion ( transfer of R18 from the membrane of the erythrocytes to the membrane of the cell ) and on complete fusion ( transfer of calcein from the cytoplasm of the erythrocyte to the cytoplasm of the cell ) .
7103596	the active-site cysteine of the HECT E3 ligase	transferred	a substrate	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3021351/pdf/	PMC3021351	10.1089/jir.2010.0110		21190487		4	11	2	2	13	14	Ubiquitin is transferred from the active-site cysteine of the HECT E3 ligase to a substrate via a covalent attachment to an e-amino group of a lysine side chain ( Huibregtse and others 1995 ) .
7109027	mother	transmitted	person	https://api.semanticscholar.org/10.1016/b978-141603000-3.10011-5		10.1016/b978-141603000-3.10011-5				12	12	2	2	6	6	HIV is transmitted from person to person through sexual intercourse , from mother to child via child birth or breast milk , or through infected blood products ( including needlestick injuries ) .
7109422	BSL-4 containment	transferred	a BSL-2 laboratory	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6336797/pdf/	PMC6336797	10.1038/s41467-018-08135-4		30655525		6	7	4	4	9	11	The lysates were then transferred from BSL-4 containment to a BSL-2 laboratory and genomic DNA ( gDNA ) was extracted using the TriPure method .
7109422	BSL-4 containment	transferred	genomic DNA	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6336797/pdf/	PMC6336797	10.1038/s41467-018-08135-4		30655525		6	7	4	4	13	14	The lysates were then transferred from BSL-4 containment to a BSL-2 laboratory and genomic DNA ( gDNA ) was extracted using the TriPure method .
7109422	BSL-4 containment	transferred	gDNA	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6336797/pdf/	PMC6336797	10.1038/s41467-018-08135-4		30655525		6	7	4	4	16	16	The lysates were then transferred from BSL-4 containment to a BSL-2 laboratory and genomic DNA ( gDNA ) was extracted using the TriPure method .
7111613	a donor bacterial cell	transfer	a recipient	https://api.semanticscholar.org/10.1016/j.plasmid.2014.05.004		10.1016/j.plasmid.2014.05.004		24942190		33	36	23	23	38	39	Although DNA melting to initiate the transfer is also required , conjugation , however , involves a single strategy devoted to the unidirectional transfer of mobile elements ( plasmids or ICEs ) from a donor bacterial cell to a recipient one through physical cell-to-cell contact ( de la Cruz et al. , 2010 ; Zechner et al. , 2000 ) .
7114975	rodents	transmitted	humans	https://api.semanticscholar.org/10.1016/b978-012369454-6/50054-6		10.1016/b978-012369454-6/50054-6				19	19	12	12	14	14	The disease is caused by at least 15 Borrelia species and is transmitted to humans from a variety of rodents ( chipmunks , squirrels , rats , mice , prairie dogs , hedgehogs ) via soft ticks of the genus Ornithodorus .
7115282	a rural community hospital	transfer	a tertiary care facility	https://api.semanticscholar.org/10.1016/j.ccc.2010.06.001		10.1016/j.ccc.2010.06.001		20970061		8	11	6	6	13	16	A patient weighing 495 kg required transfer from a rural community hospital to a tertiary care facility for an apparent acute abdomen .
7119807	an infected person	transfer	a susceptible individual	https://api.semanticscholar.org/10.1016/j.coviro.2018.01.001		10.1016/j.coviro.2018.01.001		29452994		8	10	6	6	12	14	Contact transmission refers to direct virus transfer from an infected person to a susceptible individual ( e.g. via contaminated hands ) or indirect virus transfer via intermediate objects ( fomites ) .
7119807	an infected person	transfer	contaminated hands	https://api.semanticscholar.org/10.1016/j.coviro.2018.01.001		10.1016/j.coviro.2018.01.001		29452994		8	10	6	6	18	19	Contact transmission refers to direct virus transfer from an infected person to a susceptible individual ( e.g. via contaminated hands ) or indirect virus transfer via intermediate objects ( fomites ) .
7119807	an infected person	transfer	indirect virus transfer	https://api.semanticscholar.org/10.1016/j.coviro.2018.01.001		10.1016/j.coviro.2018.01.001		29452994		8	10	6	6	22	24	Contact transmission refers to direct virus transfer from an infected person to a susceptible individual ( e.g. via contaminated hands ) or indirect virus transfer via intermediate objects ( fomites ) .
7122374	one person	passed	another	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3276487/pdf/	PMC3276487	10.1186/1471-2458-11-901		22136080		18	19	16	16	21	21	We also asked about their perceptions on causes of respiratory illness , how respiratory infections are passed from one person to another , how disease transmission can be prevented , existing social norms , current practices related to respiratory hygiene , and for suggestions of messages and channels to promote respiratory hygiene behavior .
7122426	the EDIR	transferred	the HLIU	https://api.semanticscholar.org/10.1016/s1473-3099(09)70070-2		10.1016/s1473-3099(09)70070-2		19393960		22	23	20	20	25	26	A patient with a possible or confi rmed HID , if not admitted directly to an HLIU , should be transferred from the EDIR to the HLIU in a secure manner , by use of a safe isolation transportation system , 58 or at least by staff wearing personal protective equipment and using a clear and secure route .
7123977	person	spread	person	https://api.semanticscholar.org/10.3390/pathogens9020148		10.3390/pathogens9020148			3003886061	8	8	6	6	10	10	The transmission of 2019-nCoV is often spread from person to person through the respiratory droplets generated during coughs or sneezes from an infected person .
7127280	the donor	transfer	the acceptor molecule	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1174899/pdf/	PMC1174899	10.1093/nar/gni106		16002784		16	17	9	9	19	21	One can only suppose that the structural requirements of transfer of the replicase-nascent strand complex from the donor to the acceptor molecule must be different in homologous and nonhomologous recombination .
7138818	the E1	transferred	the E2	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6479302/pdf/	PMC6479302	10.3390/ijms20071636		30986950		8	9	6	6	11	12	Subsequently , the activated Ub is transferred from the E1 to the E2 .
7142697	person	transmissible	person	https://api.semanticscholar.org/10.1016/j.otohns.2006.05.019		10.1016/j.otohns.2006.05.019		17071290		29	29	27	27	31	31	If this were to happen to an avian-specific virus such as H5N1 , the unique subtype would possess genes from human influenza viruses that make it readily transmissible from person to person for a lasting period of time .
7143356	the R18labeled cells	transfer	the green fluorescent	https://api.semanticscholar.org/10.1006/viro.2000.0219		10.1006/viro.2000.0219		10725213		9	11	5	5	13	15	Hemifusion would result in the transfer of rhodamine from the R18labeled cells to the green fluorescent , CMFDA-labeled cells .
7143356	the R18labeled cells	transfer	CMFDA-labeled cells	https://api.semanticscholar.org/10.1006/viro.2000.0219		10.1006/viro.2000.0219		10725213		9	11	5	5	17	18	Hemifusion would result in the transfer of rhodamine from the R18labeled cells to the green fluorescent , CMFDA-labeled cells .
7144859	bacterium	transmit	bacterium	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3161043/pdf/	PMC3161043	10.1371/journal.pone.0023606		21887283		16	16	13	13	18	18	It is made much easier by the existence of plasmids , which can transmit easily from bacterium to bacterium .
7147229	one holding A	spreading	another holding B	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5851077/pdf/	PMC5851077	10.1186/s12917-018-1406-3		29534711		34	36	32	32	38	40	For this simulation disease was seeded on one randomly chosen holding out of all active holdings of the respective year and disease spread was modelled as a stochastic process with the disease spreading from one holding A to another holding B on a given day with probability p = 0.8 if a movement of animals from A to B occurred on that day .
7153048	A	spread	C.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5851077/pdf/	PMC5851077	10.1186/s12917-018-1406-3		29534711		16	16	14	14	18	18	However , due to the temporal order of the connections a disease could not spread from A to C. The outgoing contact chain takes this temporal dynamic into account Epidemic outbreaks were simulated using stochastic simulations with 1000 repetitions for each months and each scenario .
7160635	viral antigen-specific CD8 + T cells	spreading	self-reactive , myelin-specific CD4	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2900379/pdf/	PMC2900379	10.1038/ni.1888		20526343		6	11	4	4	13	16	This phenomenon of epitope spreading from viral antigen-specific CD8 + T cells to self-reactive , myelin-specific CD4 + T cells results in a chronic disease resembling MS27 .
7160635	viral antigen-specific CD8 + T cells	spreading	T cells	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2900379/pdf/	PMC2900379	10.1038/ni.1888		20526343		6	11	4	4	18	19	This phenomenon of epitope spreading from viral antigen-specific CD8 + T cells to self-reactive , myelin-specific CD4 + T cells results in a chronic disease resembling MS27 .
